Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
Mutiara Vista | Jelutong | Below Bank Value,RM 268 000,Jelutong,650 sq.ft.,3 Bedrooms,2 Bathrooms
[BEST BUY] Eco World Terrace 1095sf | 2 car parks |Pine Itam Terubong,RM 600 000,Ayer Itam,1095 sq.ft.,3 Bedrooms,2 Bathrooms
[BEST BUY] Eco World Terrace 1095sf | 2 car parks |Pine Itam Terubong,RM 600 000,Paya Terubong,1095 sq.ft.,3 Bedrooms,2 Bathrooms
Relau Vista Apartment Desa Full reno Full loan value for money,RM 355 000,Bayan Lepas,750 sq.ft.,3 Bedrooms,2 Bathrooms
Luxury Ferringhi Residence,RM 998 000,Batu Ferringhi,1750 sq.ft.,4 Bedrooms,4 Bathrooms
Triuni Residence Tower A 1900sf (Partially Furnished),RM 1 274 000,Batu Uban,1916 sq.ft.,4 Bedrooms,5 Bathrooms
City of Dream Penthouse 2315sf Fully Renovated with 4 car park,RM 2 980 000,Tanjong Tokong,2315 sq.ft.,4 Bedrooms,3 Bathrooms
Berjaya Court Pulau Tikus Nr Adventist Hospital 3-Rooms Renovated 1-CP,RM 718 000,Pulau Tikus,1050 sq.ft.,3 Bedrooms,2 Bathrooms
One Imperial - Relau,RM 555 000,Sungai Ara,1150 sq.ft.,3 Bedrooms,2 Bathrooms
"[FREE AIRCOND 4 BIJIK] Kondo Mutiara Perda, Bukit Mertajam [BERBALOI]",RM 220 000,Bukit Mertajam,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Best Deal ! Goodfields Residences (1,399 sq feet)",RM 399 000,Bukit Minyak,1399 sq.ft.,3 Bedrooms,2 Bathrooms
For Sale Duplex Penthouse Pangsapuri Sri Molek Teluk Air Tawar,RM 420 000,Air Tawar,2568 sq.ft.,5 Bedrooms,4 Bathrooms
Taman Tun Sardon | Gelugor,RM 100 000,Gelugor,528 sq.ft.,2 Bedrooms,1 Bathroom
Q2 Queens Waterfront Residence Near Queensbay Mall,RM 860 000,Bayan Lepas,950 sq.ft.,3 Bedrooms,2 Bathrooms
Tri Pinnacle At Tanjung Tokong Renovated Furnished Freehold2 Car Park,RM 475 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
"Elit Heights, Bayan City, Spice Arena",RM 620 000,Bayan Lepas,1465 sq.ft.,3 Bedrooms,2 Bathrooms
Bayan Lepas Luxury Seaview Condo 2670sqft 4 Room,RM 1 200 000,Bayan Lepas,2670 sq.ft.,4 Bedrooms,5 Bathrooms
Greenlane_New Condo Project_2 Car Park,RM 428 000,Greenlane,850 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Murah Di Prai Penang,RM 270 000,Perai,932 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Bukit Erskine near tri pinnacle - Direct owner,RM 300 000,Tanjong Tokong,654 sq.ft.,3 Bedrooms,2 Bathrooms
2 CARPARKS Gold Coast Nearby Queensbay Mall,RM 565 000,Bayan Lepas,1042 sq.ft.,3 Bedrooms,2 Bathrooms
Tanjung Park Garden Unit 1400sf 2 Carparks,RM 750 000,Tanjong Tokong,1400 sq.ft.,3 Bedrooms,2 Bathrooms
GrandView Heights 750sqft High Floor At Paya Terubong At Paya Terubong,RM 180 000,Paya Terubong,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Birch Plaza @ Time Square , Georgetown , High floor , Good condition",RM 550 000,Georgetown,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"Villa Emas Condo, WorthBuy , Near Queensbay",RM 365 000,Bayan Lepas,850 sq.ft.,3 Bedrooms,2 Bathrooms
"Tunas Residensi, Bayan Lepas Nr Golden Triangle - Fully Furnished",RM 378 000,Relau,826 sq.ft.,3 Bedrooms,2 Bathrooms
One Foresta 2 CAR PARK Full Renovated Furnished near Free Trade Zones,RM 475 000,Bayan Lepas,900 sq.ft.,3 Bedrooms,2 Bathrooms
Time Square 1 - Birch The Plaza - 3 Rooms Unit Rare In Market,RM 550 000,Georgetown,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"I-santorini, 850sf, Fully Furnished & Renovated, 2car Park, High Floor",RM 620 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Bukit Mertajam🔥FREE furniture & electronic appliances,RM 340 000,Bukit Mertajam,1101 sq.ft.,4 Bedrooms,2 Bathrooms
"Woodsbury Suites,Jalan Chain Ferry, Butterworth For Sale",RM 350 000,Butterworth,550 sq.ft.,1 Bedroom,1 Bathroom
Nicely renovated | Taman Bukit Erskine,RM 310 000,Tanjong Tokong,650 sq.ft.,3 Bedrooms,1 Bathroom
Desaria Sri Merpati 650sf sungai ara,RM 210 000,Sungai Ara,650 sq.ft.,3 Bedrooms,2 Bathrooms
Villa Emas Condo Bayan Lepas Renovated 1 Car Park Seaview Full Loan,RM 410 000,Bayan Lepas,850 sq.ft.,3 Bedrooms,2 Bathrooms
free Legal Tambun Royale Infinity condo | Studio,RM 289 000,Simpang Ampat,707 sq.ft.,1 Bedroom,1 Bathroom
Sri-Saujana Apartment,RM 510 000,Sungai Dua,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Marina Tower (Tg Bunga) For Sale, 2 C/P, From Owner",RM 680 000,Tanjung Bungah,1300 sq.ft.,3 Bedrooms,2 Bathrooms
H RESIDENCE 4900 Sqft RENOVATED SEAVIEW 3 CAR PARK GEORGETOWN GURNEY,RM 2 280 000,Persiaran Gurney,4900 sq.ft.,5 Bedrooms,5 Bathrooms
Pine Residence Condo RENOVATED 3 CAR PARK 1508 Sqft Paya Terubong,RM 655 000,Paya Terubong,1508 sq.ft.,3 Bedrooms,2 Bathrooms
"The Tamarind Poolview + Seaview, Low Floor, 1047 sq ft, 2 Car Parks",RM 890 000,Tanjong Tokong,1047 sq.ft.,3 Bedrooms,2 Bathrooms
"I Park Apartment, Sg Ara, Renovated",RM 250 000,Sungai Ara,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Surin Condo, Tastefully Renovated and Furnished, 2 CP Side by Side",RM 760 000,Tanjung Bungah,1307 sq.ft.,3 Bedrooms,2 Bathrooms
Royale Infinity Luxury Condo Freehold @ Bukit Minyak Simpang Ampat,RM 350 000,Simpang Ampat,1140 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Perdana Apartment, Kg Gajah Bagan Jermal (renovated unit)",RM 335 000,Butterworth,1000 sq.ft.,2 Bedrooms,1 Bathroom
"Level 2,Pangsapuri Bayu Tiara,Bayan Lepas, Penang",RM 410 000,Bayan Lepas,900 sq.ft.,3 Bedrooms,2 Bathrooms
"3 1/2 storey semi-detached house at Halaman Bukit Gambir 3, Gelugor",RM 1 800 000,Gelugor,2000 sq.ft.,5 Bedrooms,5 Bathrooms
Villa Emas Condo Bayan Lepas 1 Car Park Renovated Poolview Best Buy,RM 408 000,Bayan Lepas,850 sq.ft.,3 Bedrooms,2 Bathrooms
Marinox Sky Villa For Sale,RM 990 000,Tanjong Tokong,1260 sq.ft.,3 Bedrooms,2 Bathrooms
SAUJANA HEIGHT JALAN TELUK KUMBAR 2-Rooms Level 2 Freehold Renovated,RM 165 000,Teluk Kumbar,495 sq.ft.,2 Bedrooms,1 Bathroom
Desa Permata Turquoise Block 5 For Sale,RM 295 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Gurney Paragon - 3200sf - F/Renovated F/Furnished - Near Gurney Plaza,RM 3 280 000,Persiaran Gurney,3200 sq.ft.,4 Bedrooms,4 Bathrooms
BEST BUY ! THE PEAK Residence I Low Floor,RM 500 000,Tanjong Tokong,1000 sq.ft.,3 Bedrooms,2 Bathrooms
[2 Carparks] Sri Kristal 886sf RENOVATED Middle Floor Farlim Air Itam,RM 425 000,Ayer Itam,886 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Kumbar Permai 1080SF Renovated PartlyFurnished 2-Airconds 1080sf,RM 355 000,Teluk Kumbar,1080 sq.ft.,3 Bedrooms,2 Bathrooms
DESA MAS MELUR 750sf VERY GOOD Condition Worth BUY !! SUNGAI ARA,RM 330 000,Relau,750 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Bukit Jambul Apartment Bayan Lepas for Sale,RM 290 000,Bukit Jambul,900 sq.ft.,3 Bedrooms,2 Bathrooms
The oasis corner unit 2 carpark fully renovated,RM 560 000,Gelugor,1113 sq.ft.,3 Bedrooms,2 Bathrooms
Cheap & Good 3 Residence @ Karpal Singh Sea Pool view nr Summer Place,RM 820 000,Jelutong,1031 sq.ft.,3 Bedrooms,2 Bathrooms
Good Buy Krystal Vila Corner unit Bayan Lepas Low Dense nr Mawar Aptmt,RM 428 000,Sungai Nibong,850 sq.ft.,3 Bedrooms,2 Bathrooms
GREENLANE HEIGHTS Jalan Gangsa 2-rooms renovated with 2Fixed car parks,RM 213 000,Greenlane,550 sq.ft.,2 Bedrooms,2 Bathrooms
Sunshine Tower Bukit Dumbar Indah Low Dense Condo,RM 490 000,Jelutong,1087 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Medura Relau Nr MPPP Relau Sport Complex 3-Rooms 700sf RENOVATED,RM 262 000,Bayan Lepas,700 sq.ft.,3 Bedrooms,2 Bathrooms
Butterworth|Pangsapuri Melur|Aparment|Full Furnish,RM 299 000,Butterworth,838 sq.ft.,3 Bedrooms,1 Bathroom
"Kompleks BM City Executive Suite, Bukit Mertajam, High Floor",RM 440 000,Bukit Mertajam,1174 sq.ft.,3 Bedrooms,2 Bathrooms
Lakeside Tower 1280SF Bukit Jambul NB Parkview Alpine View To Offer,RM 420 000,Bayan Lepas,1280 sq.ft.,3 Bedrooms,2 Bathrooms
"For Sale Penthouse Mutiara Heights, Jelutong Penang.",RM 550 000,Jelutong,1600 sq.ft.,5 Bedrooms,3 Bathrooms
Desa Mas Jalan Kelawai Nr Gurney Plaza 3-Rooms F/Renovated F/Furnished,RM 1 050 000,Pulau Tikus,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"I-santorini, 850sf, Basic Renovated, 2 Car Park, Corner Unit",RM 550 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
The Clovers. 1598 Qft. Partly Furnished. 2 Car Park. Mid Floor,RM 680 000,Sungai Ara,1598 sq.ft.,3 Bedrooms,3 Bathrooms
Scotland Villa Fully Reno Nice View 2100 sf Scotland Road,RM 1 280 000,Georgetown,2100 sq.ft.,4 Bedrooms,2 Bathrooms
Golden Triangle 2. 1161sf. Original Unit. 2 Car Park. High Floor,RM 699 000,Relau,1161 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Lone Pine Paya Terubong Partly Renovated Kitchen TILES FLOOR,RM 175 000,Paya Terubong,550 sq.ft.,2 Bedrooms,1 Bathroom
MELODY HOMES APARTMENT RENOVATED P/furnished 3-rooms 700sf 1carpark,RM 370 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Golden Triangle 2. 1126sf. Fully Furnished & Renovated. 2 Car Park,RM 670 000,Relau,1126 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Airmas @Sungai Dua Nr USM for SALE,RM 525 000,Gelugor,1022 sq.ft.,3 Bedrooms,2 Bathrooms
GARDEN VILLE-2CP Unblocked Greenly Hill View Windy,RM 530 000,Sungai Ara,1115 sq.ft.,3 Bedrooms,2 Bathrooms
GARDEN VILLE-2CP Low Density Quiet & Peaceful Environment,RM 539 000,Sungai Ara,1140 sq.ft.,3 Bedrooms,2 Bathrooms
SERI TAMAN TANJUNG-Well Maintained Clean & cozy,RM 305 000,Tanjong Tokong,710 sq.ft.,3 Bedrooms,2 Bathrooms
DESA PERMAI INDAH-Garden Unit Low Density Well Maintained,RM 360 000,Sungai Dua,920 sq.ft.,3 Bedrooms,2 Bathrooms
BEST BUY!! Straits Garden Suites Jelutong 1+1 Rooms F/Reno F/Furnished,RM 468 000,Jelutong,612 sq.ft.,2 Bedrooms,1 Bathroom
"I-santorini, 850sf, Fully Renovated, 3 Car Park, Repaint & Tauch Up",RM 550 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Camellia Park Condominium Raja uda/ Sea view / 2 Carpark 👍,RM 440 000,Butterworth,1180 sq.ft.,3 Bedrooms,2 Bathrooms
【Good ROI 4.8%】Fully Furnished Sea View Studio unit,RM 310 000,Butterworth,670 sq.ft.,1 Bedroom,1 Bathroom
[DIRECT CALL] NICE Layout CORNER 1200SF Parkview Tower Alpine Lakeside,RM 430 000,Bayan Lepas,1200 sq.ft.,3 Bedrooms,2 Bathrooms
Nibong Indah Apartment 700sqft High Floor With 1 Car Park At Gelugor,RM 300 000,Gelugor,700 sq.ft.,3 Bedrooms,2 Bathrooms
For Sale Taman Seruling Emas Sungai jawi Sungai Bakap Pulau Pinang,RM 75 000,Sungai Bakap,549 sq.ft.,2 Bedrooms,1 Bathroom
Penhill Perdana 1050sf 2CP at Air Itam,RM 580 000,Ayer Itam,1050 sq.ft.,3 Bedrooms,2 Bathrooms
"Mutiara Indah,Low Density,best buy,700 sqft, High floor, Bukit Gambier",RM 265 000,Gelugor,700 sq.ft.,3 Bedrooms,2 Bathrooms
Rumah Pangsapuri Cantik di Juru,RM 275 000,Juru,786 sq.ft.,3 Bedrooms,2 Bathrooms
Spectrum Residence 1220sq ft | Kota Permai,RM 450 000,Bukit Mertajam,1220 sq.ft.,3 Bedrooms,2 Bathrooms
"Mansion One, Georgetown, HIGH FLOOR, Next to Gleneagles Hospital",RM 720 000,Georgetown,1003 sq.ft.,2 Bedrooms,1 Bathroom
"One World, 1 World, Bayan Baru, Cheapest, 1160sqft 2 Car Parks",RM 485 000,Bayan Lepas,1160 sq.ft.,3 Bedrooms,2 Bathrooms
LUMINARI Condo 1206sf RENOVATED Furnished Worth BUY!! BUTTERWORTH,RM 650 000,Butterworth,1206 sq.ft.,3 Bedrooms,2 Bathrooms
"( Good Condition ) Melody Homes Id Reno, Fully Furnished, 1 Carpark",RM 388 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
[DIRECT CALL] HIGH FLOOR The Address IJM 1431SF Bukit Jambul 3CAR PARK,RM 835 000,Bukit Jambul,1431 sq.ft.,4 Bedrooms,2 Bathrooms
Sri Pangkor Kelawei Road,RM 1 100 000,Pulau Tikus,2350 sq.ft.,4 Bedrooms,2 Bathrooms
Platino Residences 2056sf RENOVATED Nr Light WORTH BUY !!!,RM 1 350 000,Gelugor,2056 sq.ft.,3 Bedrooms,3 Bathrooms
GURNEY PARAGON 3150sf RENOVATED Rare In Market SEAVIEW !! WORTH BUY!!,RM 3 280 000,Persiaran Gurney,3150 sq.ft.,3 Bedrooms,3 Bathrooms
1 TANJONG Luxury BEACHFRONT 4760sf NICELY Renovated SEAVIEW !! Tanjung,RM 4 100 000,Tanjung Bungah,4750 sq.ft.,5 Bedrooms,4 Bathrooms
[GOOD DEAL] Skyview Residence SEAVIEW KEYS ON HAND Jelutong Grace,RM 750 000,Jelutong,1250 sq.ft.,4 Bedrooms,2 Bathrooms
Quay West Residence 1219sqft Low Floor With 2 Car Park At Relau,RM 830 000,Relau,1219 sq.ft.,3 Bedrooms,2 Bathrooms
Gambier Heights fully furnished condo for sale,RM 375 000,Gelugor,900 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Medan Penaga (Batu Lanchang) for sale,RM 280 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Simpang Ampat Condo | 2 bedroom | Owner pay Legal Fee,RM 338 000,Simpang Ampat,828 sq.ft.,2 Bedrooms,2 Bathrooms
Greenlane Height(block E1),RM 252 000,Greenlane,700 sq.ft.,3 Bedrooms,2 Bathrooms
Sierra Residences Low Price,RM 490 000,Sungai Ara,1182 sq.ft.,3 Bedrooms,2 Bathrooms
One Imperial 1050sf Middle Floor Fully Furnished 2cp at Sungai Ara,RM 600 000,Sungai Ara,1050 sq.ft.,3 Bedrooms,2 Bathrooms
2 car Park Meritus Residensi Good Deal,RM 410 000,Prai,980 sq.ft.,3 Bedrooms,2 Bathrooms
Tambun Royale Infinity condo | 3 bedroom | Original | Near Tol,RM 350 000,Simpang Ampat,1140 sq.ft.,3 Bedrooms,2 Bathrooms
Leisure Bay Condo(Very Cheap),RM 445 500,Tanjong Tokong,1313 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Seri Damai Renovated near Batu Lanchang Wet market,RM 380 000,Jelutong,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Pinang Laguna Condo , Near Penang Bridge",RM 300 000,Seberang Jaya,1040 sq.ft.,4 Bedrooms,2 Bathrooms
Prai Inai Prima Aman Condo,RM 245 000,Perai,856 sq.ft.,3 Bedrooms,2 Bathrooms
Gem Residence Biggest Mall Penang (Low Booking),RM 535 000,Perai,1050 sq.ft.,3 Bedrooms,2 Bathrooms
Uban Residence 2100sf Mid Floor Fully Renovated and Furnished,RM 960 000,Batu Uban,2100 sq.ft.,2 Bedrooms,2 Bathrooms
Halaman Kristal for SALE (Nice Unit),RM 365 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Abel Residence Condominium| Bukit Tengah | Near Icon,RM 620 000,Bukit Mertajam,1300 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri seri intan, Tunas Muda, 1cp, sungai ara, Relau",RM 300 000,Relau,1000 sq.ft.,3 Bedrooms,2 Bathrooms
University Height Condo OPP USM 850sqft Partly Reno/Furniture1-Carpark,RM 430 000,Sungai Dua,850 sq.ft.,3 Bedrooms,2 Bathrooms
INDAH BAY CONDOMINIUM 743sf TANJUNG TOKONG RENOVATE 1CP LOW DENSE RARE,RM 500 000,Tanjong Tokong,743 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN KAMPAR 750sf JELUTONG ORIGINAL DATO KERAMAT HANCHIANG 1CP,RM 340 000,Jelutong,750 sq.ft.,2 Bedrooms,1 Bathroom
TAMAN CEMERLANG APARTMENT 700sf JELUTONG ORIGINAL 1CP LOW DENSE,RM 330 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
SERI SEMARAK APARTMENT 550sf FARLIM AYER ITAM ORIGINAL ASIA HEIGHTS,RM 165 000,Ayer Itam,550 sq.ft.,2 Bedrooms,1 Bathroom
DESA ALOR VISTA 800sf RELAU 1CP FURNISHED WELL MAINTAIN BAYAN LEPAS,RM 380 000,Bayan Lepas,800 sq.ft.,3 Bedrooms,2 Bathrooms
I-SANTORINI High Floor City View WORTH BUY 100% Loan,RM 470 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
SINAR BUKIT DUMBAR 700sf JELUTONG MIDFLOOR 1CP RENOVATED BLOCK 98,RM 330 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
SINAR BUKIT DUMBAR 700sf JELUTONG ORIGINAL 1CP BLOCK 98 WORTH BUY,RM 330 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy Mutiara Heights 800sf 2 Car Park Renovate Jelutong Georgetown,RM 320 000,Jelutong,800 sq.ft.,3 Bedrooms,2 Bathrooms
"Original Orchard Ville 1,080sf 2 Car Park Medium Forest Bayan Lepas",RM 550 000,Bayan Lepas,1080 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy Mutiara Heights 850sf F/Renovated Jelutong Georgetown,RM 350 000,Jelutong,850 sq.ft.,3 Bedrooms,2 Bathrooms
TRI PINNACLE 800sf TANJUNG TOKONG RENOVATED 2CP HIGHFLOOR FURNISHED,RM 430 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
Best Deal Palma Pinang,RM 300 000,Perai,1040 sq.ft.,4 Bedrooms,2 Bathrooms
"Abel Residence 1,300sqft Basic Condition Bukit Tengah Icon City",RM 611 000,Bukit Mertajam,1300 sq.ft.,3 Bedrooms,2 Bathrooms
CHEAPEST !!! 2 Car Park Palma Laguna Water Park,RM 290 000,Perai,1040 sq.ft.,4 Bedrooms,2 Bathrooms
SINAR BUKIT DUMBAR 700sf JELUTONG RENOVATED SEAVIEW HIGHFLOOR 1CP,RM 400 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN SELATAN 700sf JELUTONG BATU LANCHANG LOW DENSE 1CP NEAR MARKET,RM 360 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
EASTERN COURT 700sf JELUTONG PERAK ROAD RENOVATE KITCHEN 1 FIX CARPARK,RM 368 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Leader Garden, Tanjung Bungah high floor",RM 500 000,Tanjung Bungah,1000 sq.ft.,3 Bedrooms,2 Bathrooms
MELATI APARTMENT 950sf SUNGAI NIBONG RENOVATED 1CP LOW DENSE,RM 380 000,Bayan Lepas,950 sq.ft.,3 Bedrooms,2 Bathrooms
MUTIARA HEIGHTS 800sf JELUTONG RENOVATED 1CP HIGHFLOOR SUNGAI PINANG,RM 320 000,Jelutong,800 sq.ft.,3 Bedrooms,2 Bathrooms
Pinang Palma Laguna Condo fully Renovated,RM 305 000,Seberang Jaya,1100 sq.ft.,4 Bedrooms,2 Bathrooms
Pinang Laguna Condo fully Renovated at Prai Penang,RM 329 000,Seberang Jaya,1100 sq.ft.,4 Bedrooms,2 Bathrooms
Pangsapuri Sutera Seberang Jaya,RM 170 000,Perai,650 sq.ft.,3 Bedrooms,1 Bathroom
MAJESTIC HEIGHTS 750sf TAMAN TERUBONG JAYA PHASE 2 RENOVATED 1CP,RM 260 000,Ayer Itam,750 sq.ft.,3 Bedrooms,2 Bathrooms
ALL SEASON PARK 887sf SPRING TOWER FARLIM AYER ITAM RENOVATED 2CP,RM 525 000,Ayer Itam,887 sq.ft.,3 Bedrooms,2 Bathrooms
I SANTORINI BLOCK B 850sf TANJUNG TOKONG RENOVATED FURNSIHED 2CP POOL,RM 520 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Sierra Residences Sungai Ara Relau Renovated Nice 2 Car Park,RM 490 000,Sungai Ara,1182 sq.ft.,3 Bedrooms,2 Bathrooms
"Hot investment unit. Apartment Casa Prima, Seberang Jaya, Penang.",RM 265 000,Perai,865 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN SERI HIJAU BLOCK 50 700sf JELUTONG ORIGINAL 1CP PERAK ROAD,RM 310 000,Georgetown,700 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN BUKIT JAMBUL BLOCK G 900sf BAYAN LEPAS RENOVATED 1CP FURNISHED,RM 348 000,Bukit Jambul,900 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN BUKIT JAMBUL BLOCK G 900sf BAYAN LEPAS RENOVATED 1CP FURNISHED,RM 328 000,Bukit Jambul,900 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN BUKIT JAMBUL BLOCK J 920sf BAYAN LEPAS RENOVATED 2CP FURNISHED,RM 320 000,Bukit Jambul,920 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN BUKIT JAMBUL 928sf BAYAN LEPAS RENOVATED FURNISHED 1CP BLOCK J,RM 378 000,Bukit Jambul,928 sq.ft.,3 Bedrooms,2 Bathrooms
BUKIT AWANA CONDO 890sf AYER ITAM HILL VIEW RENOVATED HILLVIEW,RM 270 000,Ayer Itam,890 sq.ft.,3 Bedrooms,2 Bathrooms
DESA GREEN BLOCK 46 | 700sf JELUTONG FULLY RENOVATED 2CARPARK WORTH,RM 295 000,Jelutong,700 sq.ft.,3 Bedrooms,1 Bathroom
DESA GREEN 700sf JELUTONG RENOVATED 1CP EXTENDED UNIT BIG KITCHEN,RM 290 000,Jelutong,700 sq.ft.,2 Bedrooms,1 Bathroom
TAMAN SERI DAMAI 800sf JELUTONG BLOCK 11 BATU LANCHANG ORIGINAL 1CP,RM 350 000,Jelutong,800 sq.ft.,3 Bedrooms,2 Bathrooms
"Flat Taman Impian Indah,Alma Bukit Mertajam,P.Pinang.",RM 80 000,Bukit Mertajam,538 sq.ft.,2 Bedrooms,1 Bathroom
TAMAN MEDAN PENAGA 800sf JELUTONG BATU LANCHANG CORNER LOW DENSE RENO,RM 420 000,Georgetown,800 sq.ft.,3 Bedrooms,2 Bathrooms
SUNSHINE TOWER 1050sf MORNING DEW JELUTONG RENOVATED LOW DENSE 1CP,RM 550 000,Jelutong,1050 sq.ft.,3 Bedrooms,2 Bathrooms
BIRCH PLAZA 1050sf REGENCY GEORGETOWN TIMESQUARE CITYVIEW CORNER WORTH,RM 550 000,Georgetown,1050 sq.ft.,3 Bedrooms,2 Bathrooms
SERI SEMPADAN 700sf AYER ITAM LOW DENSE APARTMENT 1CP KITCHEN READY,RM 238 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
TRI PINNACLE 800sf TANJUNG TOKONG FULLY RENOVATE FURNISH 3CP HILLVIEW,RM 518 000,Tanjong Tokong,800 sq.ft.,3 Bedrooms,2 Bathrooms
945sqft FreeHold Luminari Residences BTW FullyFurnished For Sale,RM 530 000,Butterworth,945 sq.ft.,2 Bedrooms,2 Bathrooms
ELIT HEIGHTS [1083sf] Basic Full Furnished 1Cpark [HIGH FLOOR] RARE,RM 590 000,Bayan Lepas,1083 sq.ft.,3 Bedrooms,2 Bathrooms
Serina Bay Serena Bay Corner Unit 1 parking lot with tenant No Agent,RM 365 000,Georgetown,900 sq.ft.,3 Bedrooms,2 Bathrooms
Acres Ville Sg Ara Bayan Lepas,RM 338 000,Bayan Lepas,700 sq.ft.,3 Bedrooms,2 Bathrooms
MELATI APARTMENT [950sf] Fully Furnished Reno Extended SUNGAI NIBONG,RM 360 000,Bayan Lepas,950 sq.ft.,3 Bedrooms,2 Bathrooms
Azuria Condo Converted 4 Rooms Hill View,RM 385 000,Tanjung Bungah,760 sq.ft.,4 Bedrooms,2 Bathrooms
1 Grand Ocean Condo Balcony Seaview,RM 580 000,Tanjung Bungah,1033 sq.ft.,3 Bedrooms,3 Bathrooms
[Newly Completed] Ferringhi Residence 2 No Legal fee No agent fee,RM 650 000,Batu Ferringhi,1494 sq.ft.,3 Bedrooms,2 Bathrooms
NEWEST! Summerskye Residences 2CP POOLVIEW 1100SF Bayan Lepas AIRPORT,RM 630 000,Bayan Lepas,1100 sq.ft.,3 Bedrooms,2 Bathrooms
WORTH! Fiera Vista Condo 1464SF RENOVATED Bayan Lepas Sungai Ara FTZ,RM 685 000,Bayan Lepas,1464 sq.ft.,4 Bedrooms,3 Bathrooms
Villa Mutiara 2Storey Semi-D Fully Furnished & Renovated Simpang Ampat,RM 780 000,Simpang Ampat,2160 sq.ft.,5 Bedrooms,4 Bathrooms
Marina Tower 1300sf Seaview Tanjung Bungah,RM 680 000,Tanjung Bungah,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Marina Tower 1300sqft Seaview Tanjung Bungah,RM 720 000,Tanjung Bungah,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Casa impian Full Reno Jelutong,RM 399 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
CORNER Casa Impian 800sf Jelutong Reno,RM 402 000,Jelutong,800 sq.ft.,3 Bedrooms,2 Bathrooms
[WORTH BUY] Mont Residence | 1226sf | TASTEFULLY RENO Tanjung Tokong,RM 750 000,Tanjong Tokong,1226 sq.ft.,3 Bedrooms,2 Bathrooms
Cheapest! Imperial Residence 1200sf [3+1] Room 1CP ORI UNIT Sungai Ara,RM 539 000,Sungai Ara,1200 sq.ft.,3 Bedrooms,2 Bathrooms
[WORTH BUY RENOVATED] Greenlane Park | 1270sf | CITY VIEW | 1 CARPARK,RM 618 000,Greenlane,1270 sq.ft.,3 Bedrooms,2 Bathrooms
[LIMITED BLOCK A CORNER SEAVIEW UNIT] Mont Residence 1226sf 2CARPARKS,RM 800 000,Tanjong Tokong,1226 sq.ft.,3 Bedrooms,2 Bathrooms
