,Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
4306,Tanjung Park Garden Unit 1400sf 2 Carparks,750000.0,46.0,1400.0,2.0,1.0
4307,GrandView Heights 750sqft High Floor At Paya Terubong At Paya Terubong,180000.0,28.0,750.0,2.0,1.0
4308,"Birch Plaza @ Time Square , Georgetown , High floor , Good condition",550000.0,20.0,1050.0,2.0,1.0
4309,"Villa Emas Condo, WorthBuy , Near Queensbay",365000.0,11.0,850.0,2.0,1.0
4310,"Tunas Residensi, Bayan Lepas Nr Golden Triangle - Fully Furnished",378000.0,36.0,826.0,2.0,1.0
4311,One Foresta 2 CAR PARK Full Renovated Furnished near Free Trade Zones,475000.0,11.0,900.0,2.0,1.0
4312,Time Square 1 - Birch The Plaza - 3 Rooms Unit Rare In Market,550000.0,20.0,1050.0,2.0,1.0
4313,"I-santorini, 850sf, Fully Furnished & Renovated, 2car Park, High Floor",620000.0,46.0,850.0,2.0,1.0
4314,Apartment Bukit Mertajam🔥FREE furniture & electronic appliances,340000.0,15.0,1101.0,3.0,1.0
4315,"Woodsbury Suites,Jalan Chain Ferry, Butterworth For Sale",350000.0,18.0,550.0,0.0,0.0
4316,Nicely renovated | Taman Bukit Erskine,310000.0,46.0,650.0,2.0,0.0
4317,Desaria Sri Merpati 650sf sungai ara,210000.0,40.0,650.0,2.0,1.0
4318,Villa Emas Condo Bayan Lepas Renovated 1 Car Park Seaview Full Loan,410000.0,11.0,850.0,2.0,1.0
4319,free Legal Tambun Royale Infinity condo | Studio,289000.0,39.0,707.0,0.0,0.0
4320,Sri-Saujana Apartment,510000.0,42.0,1100.0,2.0,1.0
4321,"Marina Tower (Tg Bunga) For Sale, 2 C/P, From Owner",680000.0,47.0,1300.0,2.0,1.0
4322,H RESIDENCE 4900 Sqft RENOVATED SEAVIEW 3 CAR PARK GEORGETOWN GURNEY,2280000.0,32.0,4900.0,4.0,4.0
4323,Pine Residence Condo RENOVATED 3 CAR PARK 1508 Sqft Paya Terubong,655000.0,28.0,1508.0,2.0,1.0
4324,"The Tamarind Poolview + Seaview, Low Floor, 1047 sq ft, 2 Car Parks",890000.0,46.0,1047.0,2.0,1.0
4325,"I Park Apartment, Sg Ara, Renovated",250000.0,40.0,650.0,2.0,1.0
4326,"Surin Condo, Tastefully Renovated and Furnished, 2 CP Side by Side",760000.0,47.0,1307.0,2.0,1.0
4327,Royale Infinity Luxury Condo Freehold @ Bukit Minyak Simpang Ampat,350000.0,39.0,1140.0,2.0,1.0
4328,"Vista Perdana Apartment, Kg Gajah Bagan Jermal (renovated unit)",335000.0,18.0,1000.0,1.0,0.0
4329,"Level 2,Pangsapuri Bayu Tiara,Bayan Lepas, Penang",410000.0,11.0,900.0,2.0,1.0
4330,"3 1/2 storey semi-detached house at Halaman Bukit Gambir 3, Gelugor",1800000.0,19.0,2000.0,4.0,4.0
4331,Villa Emas Condo Bayan Lepas 1 Car Park Renovated Poolview Best Buy,408000.0,11.0,850.0,2.0,1.0
4332,Marinox Sky Villa For Sale,990000.0,46.0,1260.0,2.0,1.0
4333,SAUJANA HEIGHT JALAN TELUK KUMBAR 2-Rooms Level 2 Freehold Renovated,165000.0,50.0,495.0,1.0,0.0
4334,Desa Permata Turquoise Block 5 For Sale,295000.0,2.0,700.0,2.0,1.0
4335,Gurney Paragon - 3200sf - F/Renovated F/Furnished - Near Gurney Plaza,3280000.0,32.0,3200.0,3.0,3.0
4336,BEST BUY ! THE PEAK Residence I Low Floor,500000.0,46.0,1000.0,2.0,1.0
4337,[2 Carparks] Sri Kristal 886sf RENOVATED Middle Floor Farlim Air Itam,425000.0,2.0,886.0,2.0,1.0
4338,Taman Kumbar Permai 1080SF Renovated PartlyFurnished 2-Airconds 1080sf,355000.0,50.0,1080.0,2.0,1.0
4339,DESA MAS MELUR 750sf VERY GOOD Condition Worth BUY !! SUNGAI ARA,330000.0,36.0,750.0,2.0,1.0
4340,Taman Bukit Jambul Apartment Bayan Lepas for Sale,290000.0,14.0,900.0,2.0,1.0
4341,The oasis corner unit 2 carpark fully renovated,560000.0,19.0,1113.0,2.0,1.0
4342,Cheap & Good 3 Residence @ Karpal Singh Sea Pool view nr Summer Place,820000.0,22.0,1031.0,2.0,1.0
4343,Good Buy Krystal Vila Corner unit Bayan Lepas Low Dense nr Mawar Aptmt,428000.0,44.0,850.0,2.0,1.0
4344,GREENLANE HEIGHTS Jalan Gangsa 2-rooms renovated with 2Fixed car parks,213000.0,21.0,550.0,1.0,1.0
4345,Sunshine Tower Bukit Dumbar Indah Low Dense Condo,490000.0,22.0,1087.0,2.0,1.0
4346,Desa Medura Relau Nr MPPP Relau Sport Complex 3-Rooms 700sf RENOVATED,262000.0,11.0,700.0,2.0,1.0
4347,Butterworth|Pangsapuri Melur|Aparment|Full Furnish,299000.0,18.0,838.0,2.0,0.0
4348,"Kompleks BM City Executive Suite, Bukit Mertajam, High Floor",440000.0,15.0,1174.0,2.0,1.0
4349,Lakeside Tower 1280SF Bukit Jambul NB Parkview Alpine View To Offer,420000.0,11.0,1280.0,2.0,1.0
4350,"For Sale Penthouse Mutiara Heights, Jelutong Penang.",550000.0,22.0,1600.0,4.0,2.0
4351,Desa Mas Jalan Kelawai Nr Gurney Plaza 3-Rooms F/Renovated F/Furnished,1050000.0,34.0,1050.0,2.0,1.0
4352,"I-santorini, 850sf, Basic Renovated, 2 Car Park, Corner Unit",550000.0,46.0,850.0,2.0,1.0
4353,The Clovers. 1598 Qft. Partly Furnished. 2 Car Park. Mid Floor,680000.0,40.0,1598.0,2.0,2.0
4354,Scotland Villa Fully Reno Nice View 2100 sf Scotland Road,1280000.0,20.0,2100.0,3.0,1.0
4355,Golden Triangle 2. 1161sf. Original Unit. 2 Car Park. High Floor,699000.0,36.0,1161.0,2.0,1.0
4356,Taman Lone Pine Paya Terubong Partly Renovated Kitchen TILES FLOOR,175000.0,28.0,550.0,1.0,0.0
4357,MELODY HOMES APARTMENT RENOVATED P/furnished 3-rooms 700sf 1carpark,370000.0,2.0,700.0,2.0,1.0
4358,Golden Triangle 2. 1126sf. Fully Furnished & Renovated. 2 Car Park,670000.0,36.0,1126.0,2.0,1.0
4359,Desa Airmas @Sungai Dua Nr USM for SALE,525000.0,19.0,1022.0,2.0,1.0
4360,GARDEN VILLE-2CP Unblocked Greenly Hill View Windy,530000.0,40.0,1115.0,2.0,1.0
4361,GARDEN VILLE-2CP Low Density Quiet & Peaceful Environment,539000.0,40.0,1140.0,2.0,1.0
4362,SERI TAMAN TANJUNG-Well Maintained Clean & cozy,305000.0,46.0,710.0,2.0,1.0
4363,DESA PERMAI INDAH-Garden Unit Low Density Well Maintained,360000.0,42.0,920.0,2.0,1.0
4364,BEST BUY!! Straits Garden Suites Jelutong 1+1 Rooms F/Reno F/Furnished,468000.0,22.0,612.0,1.0,0.0
4365,"I-santorini, 850sf, Fully Renovated, 3 Car Park, Repaint & Tauch Up",550000.0,46.0,850.0,2.0,1.0
4366,Camellia Park Condominium Raja uda/ Sea view / 2 Carpark 👍,440000.0,18.0,1180.0,2.0,1.0
4367,【Good ROI 4.8%】Fully Furnished Sea View Studio unit,310000.0,18.0,670.0,0.0,0.0
4368,[DIRECT CALL] NICE Layout CORNER 1200SF Parkview Tower Alpine Lakeside,430000.0,11.0,1200.0,2.0,1.0
4369,Nibong Indah Apartment 700sqft High Floor With 1 Car Park At Gelugor,300000.0,19.0,700.0,2.0,1.0
4370,For Sale Taman Seruling Emas Sungai jawi Sungai Bakap Pulau Pinang,75000.0,41.0,549.0,1.0,0.0
4371,Penhill Perdana 1050sf 2CP at Air Itam,580000.0,2.0,1050.0,2.0,1.0
4372,"Mutiara Indah,Low Density,best buy,700 sqft, High floor, Bukit Gambier",265000.0,19.0,700.0,2.0,1.0
4373,Rumah Pangsapuri Cantik di Juru,275000.0,23.0,786.0,2.0,1.0
4374,Spectrum Residence 1220sq ft | Kota Permai,450000.0,15.0,1220.0,2.0,1.0
4375,"Mansion One, Georgetown, HIGH FLOOR, Next to Gleneagles Hospital",720000.0,20.0,1003.0,1.0,0.0
4376,"One World, 1 World, Bayan Baru, Cheapest, 1160sqft 2 Car Parks",485000.0,11.0,1160.0,2.0,1.0
4377,LUMINARI Condo 1206sf RENOVATED Furnished Worth BUY!! BUTTERWORTH,650000.0,18.0,1206.0,2.0,1.0
4378,"( Good Condition ) Melody Homes Id Reno, Fully Furnished, 1 Carpark",388000.0,2.0,700.0,2.0,1.0
4379,[DIRECT CALL] HIGH FLOOR The Address IJM 1431SF Bukit Jambul 3CAR PARK,835000.0,14.0,1431.0,3.0,1.0
4380,Sri Pangkor Kelawei Road,1100000.0,34.0,2350.0,3.0,1.0
4381,Platino Residences 2056sf RENOVATED Nr Light WORTH BUY !!!,1350000.0,19.0,2056.0,2.0,2.0
4382,GURNEY PARAGON 3150sf RENOVATED Rare In Market SEAVIEW !! WORTH BUY!!,3280000.0,32.0,3150.0,2.0,2.0
4383,1 TANJONG Luxury BEACHFRONT 4760sf NICELY Renovated SEAVIEW !! Tanjung,4100000.0,47.0,4750.0,4.0,3.0
4384,[GOOD DEAL] Skyview Residence SEAVIEW KEYS ON HAND Jelutong Grace,750000.0,22.0,1250.0,3.0,1.0
4385,Quay West Residence 1219sqft Low Floor With 2 Car Park At Relau,830000.0,36.0,1219.0,2.0,1.0
4386,Gambier Heights fully furnished condo for sale,375000.0,19.0,900.0,2.0,1.0
4387,Taman Medan Penaga (Batu Lanchang) for sale,280000.0,22.0,700.0,2.0,1.0
4388,Simpang Ampat Condo | 2 bedroom | Owner pay Legal Fee,338000.0,39.0,828.0,1.0,1.0
4389,Greenlane Height(block E1),252000.0,21.0,700.0,2.0,1.0
4390,Sierra Residences Low Price,490000.0,40.0,1182.0,2.0,1.0
4391,One Imperial 1050sf Middle Floor Fully Furnished 2cp at Sungai Ara,600000.0,40.0,1050.0,2.0,1.0
4392,2 car Park Meritus Residensi Good Deal,410000.0,33.0,980.0,2.0,1.0
4393,Tambun Royale Infinity condo | 3 bedroom | Original | Near Tol,350000.0,39.0,1140.0,2.0,1.0
4394,Leisure Bay Condo(Very Cheap),445500.0,46.0,1313.0,2.0,1.0
4395,Taman Seri Damai Renovated near Batu Lanchang Wet market,380000.0,22.0,750.0,2.0,1.0
4396,"Pinang Laguna Condo , Near Penang Bridge",300000.0,37.0,1040.0,3.0,1.0
4397,Prai Inai Prima Aman Condo,245000.0,30.0,856.0,2.0,1.0
4398,Gem Residence Biggest Mall Penang (Low Booking),535000.0,30.0,1050.0,2.0,1.0
4399,Uban Residence 2100sf Mid Floor Fully Renovated and Furnished,960000.0,9.0,2100.0,1.0,1.0
4400,Halaman Kristal for SALE (Nice Unit),365000.0,22.0,700.0,2.0,1.0
4401,Abel Residence Condominium| Bukit Tengah | Near Icon,620000.0,15.0,1300.0,2.0,1.0
4402,"Pangsapuri seri intan, Tunas Muda, 1cp, sungai ara, Relau",300000.0,36.0,1000.0,2.0,1.0
4403,University Height Condo OPP USM 850sqft Partly Reno/Furniture1-Carpark,430000.0,42.0,850.0,2.0,1.0
4404,INDAH BAY CONDOMINIUM 743sf TANJUNG TOKONG RENOVATE 1CP LOW DENSE RARE,500000.0,46.0,743.0,2.0,1.0
4405,TAMAN KAMPAR 750sf JELUTONG ORIGINAL DATO KERAMAT HANCHIANG 1CP,340000.0,22.0,750.0,1.0,0.0
4406,TAMAN CEMERLANG APARTMENT 700sf JELUTONG ORIGINAL 1CP LOW DENSE,330000.0,22.0,700.0,2.0,1.0
4407,SERI SEMARAK APARTMENT 550sf FARLIM AYER ITAM ORIGINAL ASIA HEIGHTS,165000.0,2.0,550.0,1.0,0.0
4408,DESA ALOR VISTA 800sf RELAU 1CP FURNISHED WELL MAINTAIN BAYAN LEPAS,380000.0,11.0,800.0,2.0,1.0
4409,I-SANTORINI High Floor City View WORTH BUY 100% Loan,470000.0,46.0,850.0,2.0,1.0
4410,SINAR BUKIT DUMBAR 700sf JELUTONG MIDFLOOR 1CP RENOVATED BLOCK 98,330000.0,22.0,700.0,2.0,1.0
4411,SINAR BUKIT DUMBAR 700sf JELUTONG ORIGINAL 1CP BLOCK 98 WORTH BUY,330000.0,22.0,700.0,2.0,1.0
4412,Best Buy Mutiara Heights 800sf 2 Car Park Renovate Jelutong Georgetown,320000.0,22.0,800.0,2.0,1.0
4413,"Original Orchard Ville 1,080sf 2 Car Park Medium Forest Bayan Lepas",550000.0,11.0,1080.0,2.0,1.0
4414,Best Buy Mutiara Heights 850sf F/Renovated Jelutong Georgetown,350000.0,22.0,850.0,2.0,1.0
4415,TRI PINNACLE 800sf TANJUNG TOKONG RENOVATED 2CP HIGHFLOOR FURNISHED,430000.0,46.0,800.0,2.0,1.0
4416,Best Deal Palma Pinang,300000.0,30.0,1040.0,3.0,1.0
4417,"Abel Residence 1,300sqft Basic Condition Bukit Tengah Icon City",611000.0,15.0,1300.0,2.0,1.0
4418,CHEAPEST !!! 2 Car Park Palma Laguna Water Park,290000.0,30.0,1040.0,3.0,1.0
4419,SINAR BUKIT DUMBAR 700sf JELUTONG RENOVATED SEAVIEW HIGHFLOOR 1CP,400000.0,22.0,700.0,2.0,1.0
4420,TAMAN SELATAN 700sf JELUTONG BATU LANCHANG LOW DENSE 1CP NEAR MARKET,360000.0,22.0,700.0,2.0,1.0
4421,EASTERN COURT 700sf JELUTONG PERAK ROAD RENOVATE KITCHEN 1 FIX CARPARK,368000.0,22.0,700.0,2.0,1.0
4422,"Leader Garden, Tanjung Bungah high floor",500000.0,47.0,1000.0,2.0,1.0
4423,MELATI APARTMENT 950sf SUNGAI NIBONG RENOVATED 1CP LOW DENSE,380000.0,11.0,950.0,2.0,1.0
4424,MUTIARA HEIGHTS 800sf JELUTONG RENOVATED 1CP HIGHFLOOR SUNGAI PINANG,320000.0,22.0,800.0,2.0,1.0
4425,Pinang Palma Laguna Condo fully Renovated,305000.0,37.0,1100.0,3.0,1.0
4426,Pinang Laguna Condo fully Renovated at Prai Penang,329000.0,37.0,1100.0,3.0,1.0
4427,Pangsapuri Sutera Seberang Jaya,170000.0,30.0,650.0,2.0,0.0
4428,MAJESTIC HEIGHTS 750sf TAMAN TERUBONG JAYA PHASE 2 RENOVATED 1CP,260000.0,2.0,750.0,2.0,1.0
4429,ALL SEASON PARK 887sf SPRING TOWER FARLIM AYER ITAM RENOVATED 2CP,525000.0,2.0,887.0,2.0,1.0
4430,I SANTORINI BLOCK B 850sf TANJUNG TOKONG RENOVATED FURNSIHED 2CP POOL,520000.0,46.0,850.0,2.0,1.0
4431,Sierra Residences Sungai Ara Relau Renovated Nice 2 Car Park,490000.0,40.0,1182.0,2.0,1.0
4432,"Hot investment unit. Apartment Casa Prima, Seberang Jaya, Penang.",265000.0,30.0,865.0,2.0,1.0
4433,TAMAN SERI HIJAU BLOCK 50 700sf JELUTONG ORIGINAL 1CP PERAK ROAD,310000.0,20.0,700.0,2.0,1.0
4434,TAMAN BUKIT JAMBUL BLOCK G 900sf BAYAN LEPAS RENOVATED 1CP FURNISHED,348000.0,14.0,900.0,2.0,1.0
4435,TAMAN BUKIT JAMBUL BLOCK G 900sf BAYAN LEPAS RENOVATED 1CP FURNISHED,328000.0,14.0,900.0,2.0,1.0
4436,TAMAN BUKIT JAMBUL BLOCK J 920sf BAYAN LEPAS RENOVATED 2CP FURNISHED,320000.0,14.0,920.0,2.0,1.0
4437,TAMAN BUKIT JAMBUL 928sf BAYAN LEPAS RENOVATED FURNISHED 1CP BLOCK J,378000.0,14.0,928.0,2.0,1.0
4438,BUKIT AWANA CONDO 890sf AYER ITAM HILL VIEW RENOVATED HILLVIEW,270000.0,2.0,890.0,2.0,1.0
4439,DESA GREEN BLOCK 46 | 700sf JELUTONG FULLY RENOVATED 2CARPARK WORTH,295000.0,22.0,700.0,2.0,0.0
4440,DESA GREEN 700sf JELUTONG RENOVATED 1CP EXTENDED UNIT BIG KITCHEN,290000.0,22.0,700.0,1.0,0.0
4441,TAMAN SERI DAMAI 800sf JELUTONG BLOCK 11 BATU LANCHANG ORIGINAL 1CP,350000.0,22.0,800.0,2.0,1.0
4442,"Flat Taman Impian Indah,Alma Bukit Mertajam,P.Pinang.",80000.0,15.0,538.0,1.0,0.0
4443,TAMAN MEDAN PENAGA 800sf JELUTONG BATU LANCHANG CORNER LOW DENSE RENO,420000.0,20.0,800.0,2.0,1.0
4444,SUNSHINE TOWER 1050sf MORNING DEW JELUTONG RENOVATED LOW DENSE 1CP,550000.0,22.0,1050.0,2.0,1.0
4445,BIRCH PLAZA 1050sf REGENCY GEORGETOWN TIMESQUARE CITYVIEW CORNER WORTH,550000.0,20.0,1050.0,2.0,1.0
4446,SERI SEMPADAN 700sf AYER ITAM LOW DENSE APARTMENT 1CP KITCHEN READY,238000.0,2.0,700.0,2.0,1.0
4447,TRI PINNACLE 800sf TANJUNG TOKONG FULLY RENOVATE FURNISH 3CP HILLVIEW,518000.0,46.0,800.0,2.0,1.0
4448,945sqft FreeHold Luminari Residences BTW FullyFurnished For Sale,530000.0,18.0,945.0,1.0,1.0
4449,ELIT HEIGHTS [1083sf] Basic Full Furnished 1Cpark [HIGH FLOOR] RARE,590000.0,11.0,1083.0,2.0,1.0
4450,Serina Bay Serena Bay Corner Unit 1 parking lot with tenant No Agent,365000.0,20.0,900.0,2.0,1.0
4451,Acres Ville Sg Ara Bayan Lepas,338000.0,11.0,700.0,2.0,1.0
4452,MELATI APARTMENT [950sf] Fully Furnished Reno Extended SUNGAI NIBONG,360000.0,11.0,950.0,2.0,1.0
4453,Azuria Condo Converted 4 Rooms Hill View,385000.0,47.0,760.0,3.0,1.0
4454,1 Grand Ocean Condo Balcony Seaview,580000.0,47.0,1033.0,2.0,2.0
4455,[Newly Completed] Ferringhi Residence 2 No Legal fee No agent fee,650000.0,6.0,1494.0,2.0,1.0
4456,NEWEST! Summerskye Residences 2CP POOLVIEW 1100SF Bayan Lepas AIRPORT,630000.0,11.0,1100.0,2.0,1.0
4457,WORTH! Fiera Vista Condo 1464SF RENOVATED Bayan Lepas Sungai Ara FTZ,685000.0,11.0,1464.0,3.0,2.0
4458,Villa Mutiara 2Storey Semi-D Fully Furnished & Renovated Simpang Ampat,780000.0,39.0,2160.0,4.0,3.0
4459,Marina Tower 1300sf Seaview Tanjung Bungah,680000.0,47.0,1300.0,2.0,1.0
4460,Marina Tower 1300sqft Seaview Tanjung Bungah,720000.0,47.0,1300.0,2.0,1.0
4461,Casa impian Full Reno Jelutong,399000.0,22.0,700.0,2.0,1.0
4462,CORNER Casa Impian 800sf Jelutong Reno,402000.0,22.0,800.0,2.0,1.0
4463,[WORTH BUY] Mont Residence | 1226sf | TASTEFULLY RENO Tanjung Tokong,750000.0,46.0,1226.0,2.0,1.0
4464,Cheapest! Imperial Residence 1200sf [3+1] Room 1CP ORI UNIT Sungai Ara,539000.0,40.0,1200.0,2.0,1.0
4465,[WORTH BUY RENOVATED] Greenlane Park | 1270sf | CITY VIEW | 1 CARPARK,618000.0,21.0,1270.0,2.0,1.0
4466,[LIMITED BLOCK A CORNER SEAVIEW UNIT] Mont Residence 1226sf 2CARPARKS,800000.0,46.0,1226.0,2.0,1.0
4467,[HOME FEELING] Desa Bella | 1200sf | FULLY RENOVATED Tanjung Tokong,580000.0,46.0,1200.0,2.0,1.0
4468,[HOME FEELING] Taman Jade View | 700sf |NICE POOL VIEW Gelugor USM,348000.0,19.0,700.0,2.0,1.0
4469,[Seaview] Southbay Plaza 1111sf 1CP Tastefully Furnished Batu Maung,930000.0,11.0,1111.0,1.0,1.0
4470,Desa Permata Pearl For Sale,265000.0,2.0,700.0,2.0,1.0
4471,Platinum III Condo [1330sqft] Teluk Kumbar Bayan Lepas FOR SALE,520000.0,50.0,1330.0,2.0,1.0
4472,Worth Buy! Mayang Apartment beside caltex MC Donald BAYAN LEPAS,270000.0,11.0,950.0,2.0,1.0
4473,Elit Heights Condo [1011sqft] Original Unit Bayan Lepas FOR SALE,540000.0,11.0,1011.0,1.0,1.0
4474,Taman Bukit Erskine For Sale,300000.0,46.0,700.0,2.0,1.0
4475,"Mezzo, The Light City, 1033sf, 2-3 Car Parks,Well Master Plan Township",819000.0,19.0,1033.0,1.0,1.0
4476,"Urban Suites, 630sf - 836sf, 1-2 Car Parks, Suitable for AirBnB",538000.0,22.0,630.0,1.0,1.0
4477,"Desa Mawar, Renovated, Middle Floor, 550sf, Well Maintained",190000.0,2.0,550.0,1.0,1.0
4478,Quayside 1137sf Seaview Tanjung Tokong Nr Straits Quay,1200000.0,46.0,1137.0,0.0,1.0
4479,Pangsapuri Sri Molek Teluk Air Tawar Butterworth Nr Taman Teluk Molek,335000.0,18.0,1440.0,3.0,1.0
4480,Flat Lily Balik Pulau,185000.0,4.0,624.0,2.0,1.0
4481,Cheapest Unit in Whole Building! |TELAGA EMAS Apartment For Sale!,430000.0,18.0,1336.0,3.0,1.0
4482,E PARK/EPARK 1000SF 1CPak Fully Reno BATU UBAN N LOTUS USM TESCO WORTH,430000.0,19.0,1000.0,2.0,1.0
4483,The Suites At Waterside I Straits Quay (POOL VIEW),800000.0,46.0,853.0,1.0,0.0
4484,Marina Bay 1200sf Seaview Gurney Drive High Floor ,580000.0,46.0,1200.0,2.0,1.0
4485,Juru Condo l Gated Guarded l Near to Penang Science Park,383000.0,23.0,1426.0,2.0,1.0
4486,Nibong Indah [700sf] 2 Carparks High Floor Renovated Queensbay Gelugor,340000.0,19.0,700.0,2.0,1.0
4487,Skycube Residence [1200sf] 2 Carparks Renovated High Floor Sungai Ara,638000.0,40.0,1200.0,2.0,1.0
4488,The Spring [936sf] 2 Carparks Renovated nr Karpal Singh Jelutong,550000.0,22.0,1200.0,2.0,1.0
4489,The Spring [925sf] 2 Carparks Renovated n Summer Karpal Singh Jelutong,590000.0,22.0,925.0,2.0,1.0
4490,Taman Lip Sin Block 6 . Partial Furnish . 700sqft . Sungai Dua Lip Sin,275000.0,11.0,700.0,2.0,1.0
4491,fully renovated &furniture (new),560000.0,10.0,1129.0,2.0,1.0
4492,Platino Condominium Partially Furnished At Gelugor For SALE,1650000.0,19.0,2500.0,3.0,4.0
4493,"[BEST] Exo Residence, 1476sqf, 3 Room, Nice City View, Icon City Area",650000.0,15.0,1476.0,2.0,1.0
4494,Best Buy Idaman Iris sungai Ara,380000.0,40.0,850.0,2.0,1.0
4495,Orchard Ville . Bayan Lepas . Fully Furnish . 1116sqft . Near Air port,570000.0,11.0,1116.0,2.0,1.0
4496,"The Light Collection II, SEAVIEW, ID RENOVATED",1930000.0,19.0,1701.0,2.0,2.0
4497,JAY SERIES 850sf GREENLANE HEIGHTS ISLAND GLADES RENOVATED EXTENDED,394000.0,22.0,850.0,2.0,1.0
4498,"Pangsapuri sri mekar 2 appartment , butterworth",330000.0,18.0,996.0,2.0,1.0
4499,TANJUNG PARK 1000sf Reno Furnished 3Carparks Tanjung Tokong Fettes,698000.0,46.0,1000.0,2.0,1.0
4500,Sierra Residence Condo 1180sqft Relau Sungai Ara 2 Car Park,500000.0,40.0,1180.0,2.0,1.0
4501,Vista Gambier 2 Car Park CHEAPEST Nice view,750000.0,19.0,1505.0,2.0,1.0
4502,QueyWest Residence Condo 2 Car Parks Near Queensbay Mall,850000.0,9.0,1219.0,2.0,1.0
4503,"The Light Point, 2314sf SEAVIEW",2000000.0,19.0,2314.0,3.0,3.0
4504,Idaman iris lower floor,390000.0,40.0,850.0,2.0,1.0
4505,Tri Pinnacle 470k Nego | 2 CP | High Floor SEAVIEW Tanjung Tokong Peak,470000.0,46.0,800.0,2.0,1.0
4506,One Foresta Good View Corner Unit Cheapest Near Fiz Mcd Starbucks,430000.0,40.0,850.0,2.0,1.0
4507,Sri Saujana 650sqf Original Unit Cheapest Sell Near Macallum Komtar,200000.0,20.0,650.0,2.0,1.0
4508,"Diamond Villa Condo, Tanjung Bungah",1290000.0,47.0,2379.0,3.0,2.0
4509,[Worth Buy Well Maintained ] THE LIGHT COLLECTION 1 | 1582Sf Waterside,1350000.0,19.0,1582.0,2.0,2.0
4510,CASA Residence FOR SALE,500000.0,15.0,1555.0,2.0,1.0
4511,ELIT HEIGHTS [1572sf] Unfurnished Condition 2CP High Floor [SEAVIEW],698000.0,11.0,1572.0,3.0,1.0
4512,ELIT HEIGHTS [1011sf] Partially Furnished Basic Renovated [2 CARPARK],540000.0,11.0,1011.0,1.0,1.0
4513,I-Park Apartment For Sale 1st Floor Partially Reno,245000.0,40.0,650.0,2.0,1.0
4514,Forestville 2carpark original 1050sqft near Factory,550000.0,11.0,1050.0,2.0,1.0
4515,Taman Jade View Renovated Good Unit Cheapest Near Usm Bukit Gambier,288000.0,19.0,721.0,2.0,1.0
4516,Forestville rare in the market 2 carpark corner unit full furnished,520000.0,11.0,1050.0,2.0,1.0
4517,[Full Seaview Worth Buy] THE LIGHT COLLECTION II | Mid Floor Point |,2300000.0,19.0,1701.0,2.0,2.0
4518,The Promenade 680sqft 1 Car Park RARE UNIT Bayan Baru Opp Elit Height,380000.0,10.0,680.0,1.0,0.0
4519,Elit Height 1465 sqft 2 Car Park CHEAPEST beside Promenade Arena,610000.0,11.0,1465.0,2.0,1.0
4520,"Sri York Condo Rare in market , Worth To Buy!!!!",680000.0,20.0,1053.0,2.0,1.0
4521,Corner High Floor The BREZZA Seri Tanjung Pinang Tanjong Tokong Penang,820000.0,46.0,1450.0,2.0,2.0
4522,Sri Impian At Farlim Renovated 1 Car Park,288000.0,2.0,700.0,2.0,1.0
4523,Grand Ocean few units Tanjung Bungah,535000.0,47.0,1033.0,2.0,1.0
4524,Arte S Gelugor Suitable for Homestay Near Tesco Glugor,670000.0,19.0,1300.0,2.0,1.0
4525,"Desa Singora, Georgetown, Penang",360000.0,20.0,700.0,2.0,1.0
4526,D'piazza D piazza Condo Renovated And Furnish 1100Sqft,490000.0,10.0,1100.0,2.0,1.0
4527,The Peak 2 Car Park Reno Furnish Seaview Move In Condition,575000.0,46.0,1000.0,2.0,1.0
4528,Vista Gambier CORNER UNIT 1505 sq ft (High Floor) - 2 carparks,730000.0,19.0,1505.0,2.0,1.0
4529,1200sqft | Fully Furnish |Dutamas Residence | Bukit Mertajam,400000.0,15.0,1200.0,2.0,1.0
4530,Tropicana Bay Residence ID Design,785000.0,11.0,1020.0,2.0,1.0
4531,Skycube Residence. 1270 Sqft. Party Furnished. 3 Car Park. Low Floor,750000.0,40.0,1270.0,2.0,1.0
4532,Relau Vista High Floor Nice View Relau,310000.0,11.0,750.0,2.0,1.0
4533,Dutamas Residence,410000.0,15.0,1200.0,2.0,1.0
4534,Abel Residence Icon City Bukit Tengah Bukit Mertajam For Sale,560000.0,15.0,1190.0,2.0,1.0
4535,View Court Apartment- Level 5,650000.0,2.0,1281.0,2.0,1.0
4536,Queens Waterfront Residence Q2 High Floor 3 Bedrooms Original Unit,930000.0,11.0,950.0,2.0,1.0
4537,Sinar Bukit Dumbar Partly Renovated Furnished 1 Car Park at Jelutong,330000.0,22.0,700.0,2.0,1.0
4538,Greenlane Heights Block B | Island Park,490000.0,21.0,950.0,2.0,1.0
4539,Palma Laguna,350000.0,30.0,1040.0,3.0,1.0
4540,3 Residence Kapal Singh Jelutong Penang FOR SALE,890000.0,22.0,1036.0,2.0,1.0
4541,surin condo Good conditions+Direct Seaview !! 2carpark tanjung bungah,930000.0,47.0,1520.0,2.0,1.0
4542,Flat Halaman Murni Bayan Lepas Penang,160000.0,11.0,500.0,1.0,0.0
4543,Flat Taman Gertak Sanggol Bayan Lepas Pulau Pinang,125000.0,11.0,500.0,1.0,0.0
4544,QuayWest Residence Original Near Queensbay,580000.0,9.0,760.0,1.0,0.0
4545,EXO Residence Juru Sentral Near Auto City & Icon City Bukit Mertajam,690000.0,23.0,1427.0,2.0,2.0
